,Reserves.DTH_BEN,Reserves.COMM,Reserves.EXPS_ACQ,Reserves.EXPS_MAINT,Reserves.EXPS_CLAIM,Reserves.EXPS,Reserves.INFL_FAC,Reserves.LAPSE_RATE,Reserves.MORT_RATE_ANN,Reserves.MORT_RATE_MLY,Reserves.NET_CF,Reserves.POLS_IF,Reserves.POLS_DTH,Reserves.POLS_LAPSE,Reserves.POLS_MAT,Reserves.PREM_PAYBL_M,Reserves.SURR_BEN,Reserves.MAT_BEN,Reserves.INT_NET_CF,Reserves.DISC_RATE_M,Reserves.RESERVE,Reserves.RESERVE_PP,Reserves.INCM_BEN,Projection.AGE,Projection.DTH_BEN,Projection.COMM,Projection.DUR_Y,Projection.EXPS_ACQ,Projection.EXPS_MAINT,Projection.EXPS,Projection.INFL_FAC,Projection.LAPSE_RATE,Projection.MORT_RATE_ANN,Projection.MORT_RATE_MLY,Projection.NET_CF,Projection.POLS_DTH,Projection.POLS_IF,Projection.POLS_LAPSE,Projection.POLS_MAT,Projection.PREM_PAYBL_M,Projection.SURR_BEN,Projection.MAT_BEN,Projection.INT_NET_CF,Projection.EXPS_CLAIM,Projection.PV_DB,Projection.SSV,Projection.BASE_MORT_RATE,Projection.RESERVE_PP,Projection.RESERVE_IF,Projection.INCR_RESERVE,Projection.INT_RESERVES,Projection.PROFIT_AFT_TAX,Projection.SOLVM_IF,Projection.INCR_SOLVM,Projection.INT_SOLVM,Projection.DISC_RATE_M,Projection.INV_EXP_SOLVM,Projection.TAX_INT_SOLVM,Projection.PROFIT_AFT_TAX_SOLVM,Projection.PV_FP,Projection.VIF,Projection.GSV,Projection.SURR_VAL,Projection.INCM_FAC,Projection.PV_INCM_BEN,Projection.INCM_BEN,Projection.DUR_M,Projection.PROFIT_BEF_TAX,Projection.TAX_PROFIT
41,2488725.4029130363,165550.01765494185,0.0,322330.179003758,195250.66184022065,517580.8408439787,1.181399470364198,480.088,94.11288096,7.920488620726065,-8099804.404885724,6816.232048298884,4.481270426432415,28.015671149148293,36.36583047928198,3311000.353098837,2457289.675423349,856187.1917663766,-8530.48588208589,0.0040741237836483535,789370262.6812352,974356837.2683451,4916941.143500794,537589,1994061.2982457238,156629.88909500354,113729,0.0,375335.71534400544,540758.6478160111,1.1433975113079708,600.11,78.4274008,6.589402750933857,-8094824.378699142,3.590647170151365,6506.788545989021,33.66284641522161,35.084836188833364,3132597.7819000706,2961780.6895349,826208.7597415725,-13315.698627716736,165422.93247200566,27923.335522533867,725311259.4618106,98.034251,974521335.0564092,758926477.5406821,-5448652.169440562,4769457.326320127,1791124.6384907782,52904701.8693093,-481929.26674583065,333115.57258014265,0.005395316801844352,8316.396323577792,46837.85760648574,2551015.223886688,104260016.43710186,101903720.77141556,209128717.9,732449259.116038,5514.9856,47670.24487426517,4734667.177538284,1418527,2123285.1170615465,332160.47857076867
42,2466035.8865252286,162558.11061800958,0.0,320389.21435488784,176164.08800764394,496553.3023625318,1.1862126380443982,480.136,94.70523648,7.970871680926782,-7908133.407028163,6747.687667644682,4.438449664238396,27.740100510681533,29.700493246442594,3251162.212360191,2442753.2815416013,693492.9909640789,-8641.402964900793,0.0040741237836483535,784678121.4355015,973360915.2806559,4889260.6444120025,538280,1974135.1297834069,153614.07617426934,114420,0.0,372504.56044782366,522753.39731013327,1.147140697227607,600.17,78.9210304,6.631242963338953,-7905268.763538882,3.553172594559344,6434.85150418603,33.299033019598575,28.636202749972487,3072281.5234853863,2941378.2937053274,668807.8481584333,-13460.479054210262,150248.8368623096,27783.76505448655,723975735.6220295,98.651288,973513995.3175987,753576617.208368,-5349860.332314166,4735459.4723894745,1845837.7401184654,52433186.110147096,-471515.7591622009,330108.4874687777,0.005395316801844352,8241.322944776732,46414.94360475353,2592805.7201999137,102976694.51542705,100617671.29411837,207672195.4,731254584.6224014,5503.7517,47495.53324645517,4703401.062838488,1428527,2180051.0411647586,334213.301046293
43,2445499.976702772,160047.95208552465,0.0,318758.45153965475,173975.4075088738,492733.85904852854,1.191045415165519,480.248,95.31020063999999,8.022335099972873,-7807374.277777193,6686.085840301244,4.403463584447088,27.497870512548623,28.960957303222266,3200959.041710493,2426471.032264452,614607.2556567494,-8710.923508040341,0.0040741237836483535,780067622.9547732,972440664.8140796,4860262.320221619,538968,1955938.846539896,151065.30859309615,115108,0.0,369934.72309935483,518084.5502497084,1.1508961373639004,600.31,79.4251672,6.673979059717573,-7798750.370908382,3.522032049207051,6369.71690820761,32.97636117924075,27.864420382903422,3021306.171861923,2918912.2375452104,591565.5769177135,-13544.100806554314,148149.82715035358,27660.995189639987,722463683.0548531,99.281459,972582700.8598682,748320249.5760196,-5256367.63234829,4702078.048053466,1825948.5069541915,51979075.29452659,-454110.8156205076,327166.3793276292,0.005395316801844352,8167.871748427367,46001.1638450983,2553056.6663088026,101706337.89859034,99344483.30591999,205869959.1,729663703.2131599,5496.0962,47357.24463161093,4670945.922118126,1438527,2159695.309493373,333746.80253918184
44,2429219.4798587034,157970.23997276984,0.0,317157.52280316345,191318.15553578117,508475.6783389446,1.1958978816188501,480.232,95.92604831999999,8.074714758255139,-7998439.394598204,6625.497185737984,4.376769787001524,27.250927473036338,35.03008294440558,3159404.7994553964,2408566.6121946,807980.7806292525,-8769.895588762143,0.0040741237836483535,775247275.615709,971214492.4973447,4836861.507470568,539682,1941222.6390879632,148935.87650450878,115822,0.0,367361.9058180028,528666.4661894825,1.1546638718339675,600.29,79.9383736,6.7174774730530515,-7970513.162278512,3.497641533909431,6305.705971020962,32.64887526983455,33.70262471104056,2978717.530090175,2894551.892690167,778194.243955037,-13612.65859299167,161304.5603714797,27512.79328764156,720561680.8546048,99.922967,971347191.3631454,742887717.8753375,-5432531.700682153,4669279.988384199,1805300.5660885787,51535860.281598866,-443215.01292772865,324332.87249003263,0.005395316801844352,8097.131837757619,45602.65365508231,2519148.6660134997,100449775.2462201,98084988.19106609,205349219.8,727612740.9036475,5493.4916,47166.36795517738,4644046.915348537,1448527,2131298.526787841,325997.9606992625
45,2405476.32100418,155827.5727708532,0.0,315261.0258843824,183942.77105925197,499203.7969436344,1.2007701176211683,480.264,96.5716752,8.129612038607725,-7987858.6534734005,6559.145819144414,4.337992956611316,26.983290692552092,32.50677148808844,3116551.455417064,2389105.7876539375,826157.2244980107,-8858.441117592214,0.0040741237836483535,770417870.3260301,969953002.2356076,4819780.964902258,540434,1920473.46873624,146749.21862064948,116574,0.0,364564.8394126921,519802.2880061462,1.1584439408862581,600.33,80.47639600000001,6.763068758790229,-7950775.160720937,3.463477749650769,6236.243181847531,32.296686712740104,31.24240817599286,2934984.37241299,2868333.0915582534,793518.2755921959,-13724.109283489694,155237.44859345406,27381.35103600452,718011785.9228872,100.595495,970077775.9166125,737396056.8700721,-5491661.005265352,4635382.721043606,1838995.6872205688,51086238.147161804,-449622.1344370604,321567.35199050396,0.005395316801844352,8028.089239908111,45213.70301961624,2556943.381388609,99152737.91912694,96784918.82178532,204240526.1,725091794.8706313,5492.3956,46960.6451449201,4623159.081336952,1458527,2176268.565588021,337272.8783674526
46,2388571.350333935,153629.97435176565,0.0,313479.72547700786,171453.95415765722,484933.6796346651,1.2056622037160627,480.35200000000003,97.1842272,8.181703641099007,-7765540.320028944,6495.603522413197,4.303375706100798,26.73214953702776,28.217512088142595,3072599.4870353127,2372760.570801406,658497.3392557349,-8822.249648086796,0.0040741237836483535,765791107.7748442,968902353.2779788,4770924.643038662,541154,1905274.0084570807,144512.40111857446,117294,0.0,361896.86702330515,507227.60614413116,1.1622363849009847,600.4399999999999,80.986856,6.806329077961591,-7731230.001671399,3.432758798437523,6169.602797842809,31.96521703029137,27.124046803184882,2890248.022371489,2845919.984673455,632989.3355697584,-13652.816867162619,145330.739120826,27253.671281752762,716407779.4098766,101.23357,969019388.8881185,732104864.5180125,-5291192.352059662,4601116.505677386,1828405.4413202705,50634460.214499086,-451777.93266271625,318761.8530936733,0.005395316801844352,7958.048561441208,44819.13671679548,2546168.0417984235,97859292.91065061,95488340.45035234,203548568.70000002,723309093.7287804,5475.1122,46765.32501829152,4571901.8712127255,1468527,2161078.85606565,332673.41474537936
47,2369519.452182334,151393.79601595143,0.0,311899.3147796376,150891.02539650683,462790.3401761445,1.210574220775268,480.576,97.79171232,8.233424920679905,-7577070.112331921,6436.609372155542,4.266857282650158,26.509780886863823,21.1584348750898,3027875.920319028,2355838.054424855,512885.2964825943,-8877.754181665776,0.0040741237836483535,761333965.4280041,968035632.1838664,4743641.339187405,541844,1888335.8408194692,142243.09524967748,117984,0.0,359417.1364017116,488553.5397679308,1.1660412443905541,600.72,81.49309360000001,6.849272995101752,-7545169.077791084,3.400508758626426,6107.409062162101,31.66918011889687,20.304168602841372,2844861.9049935495,2822860.559132901,492968.6747658466,-13715.767238144968,129136.40336621921,27052.593695257696,714397236.9132034,101.866367,968145231.5310552,727123986.2748529,-4980878.2431595465,4568101.150850142,1687111.5861719577,50216918.74531192,-417541.4691871661,315942.9027026197,0.005395316801844352,7887.672059715624,44422.679443558976,2368285.606558469,96700163.21173608,94325975.11454065,202375957.0,721146776.5916456,5470.969,46559.057608947085,4541353.505810663,1478527,2003810.3162186057,316698.730046648
48,2374324.350000113,149294.36027984964,0.0,310655.18077280984,202366.88115715384,513022.06192996365,1.2155062500000002,480.528,98.90565407999999,8.327660196048285,-8059329.013143346,6384.879268213499,4.273040506232142,26.298628560719955,38.79822007634171,2985887.2055969927,2341139.619689595,936119.6925420188,-8948.527466990781,0.0040741237836483535,756376405.2307104,966501407.8809179,4722367.606831808,543923,1889980.1983627107,140110.42932380343,120063,0.0,357123.2002899507,525623.8261776771,1.1698585600000002,600.66,82.42137840000001,6.927602085857508,-7984120.924740685,3.401509342211412,6052.315849339274,31.38753487777403,37.228476379994774,2802208.5864760685,2802502.9078926686,897781.372633949,-13799.407547142733,168500.6258877264,26913.915679450525,713148155.2253319,103.026723,966604053.8689532,721595128.2496817,-5528858.025171271,4537022.057215379,1752658.3829966702,49768854.95837223,-448063.78693969594,313337.5769380146,0.006076108896733601,7822.628803278633,44056.258093902376,2462180.8599771997,95469232.84405679,93091712.74533242,201994435.8,719977907.9198122,5474.4893,46411.30956817187,4516531.369278802,1488527,2081759.1576459638,329100.7746492935
49,2348708.3261050484,146897.96999892147,0.0,308548.04708069074,173453.91046444452,482001.9575451352,1.2204583729222984,459.192,99.58940256,8.385970782282083,-7620903.2161992835,6317.128318538203,4.223539285483194,24.729190313471804,30.264744996649124,2937959.399978429,2308600.2770769754,576452.7758372814,-8982.243858472637,0.0040741237836483535,751837073.116452,965317208.1843076,4687219.065755878,544650,1867865.4877145728,137697.8345306161,120790,0.0,354219.5517617651,499485.7710676048,1.173688372507418,573.99,82.99116880000001,6.976003328744078,-7555275.559128918,3.3589890528538295,5982.191056225973,29.537327680452524,28.988176079508634,2753956.6906123217,2761249.237184764,551041.1153284955,-13415.473206993523,145266.21930583968,26799.488751230518,733611916.3192499,103.738961,965412957.7728552,716569667.7947577,-5025460.454923948,4367611.453186159,1542909.6363090742,49338750.25688529,-430104.7014869361,301236.81884522643,0.006076108896733601,7768.708963759424,42318.97596692837,2224163.4717105487,94506404.66279583,92165690.3415257,243939157.20000002,744141779.232067,5466.5575,46700.60184094254,4478477.330708194,1498527,1837796.3489811898,294886.7126721156
50,2333058.5828750813,144658.68436764856,0.0,306914.21150995966,165128.49980834706,472042.7113183067,1.2254306714063739,459.66400000000004,100.31646144,8.448027534873667,-7622816.552325837,6258.147210608131,4.193638498233939,24.522724435188895,27.430054152619594,2893173.687352971,2292761.7264607386,597847.5812070597,-9064.743786796244,0.0040741237836483535,747277333.8651384,964036261.4157408,4666556.209663177,545385,1853804.7248712094,135454.05090473875,121525,0.0,351716.4702352025,490431.81380972196,1.1775307228243999,574.58,83.59705120000001,7.027505934135009,-7553413.609236018,3.332273164808294,5920.608210791299,29.262396190356807,26.306275174672642,2709081.018094775,2739633.1606616494,575203.8012085586,-13512.955833808495,138715.34357451944,26614.504134903378,731421847.1364957,104.496314,964125054.7943989,711487517.0444633,-5082150.750294386,4337193.760797215,1573355.051410804,48921600.20940261,-417150.0474826738,298633.5165961659,0.006076108896733601,7701.57142859629,41953.181868047126,2239483.8621930005,93507280.81755494,91203152.91726269,242356917.20000002,742047719.3907878,5454.0621,46498.918310020614,4454454.120041106,1508527,1865930.9018555828,292575.8504447787
51,2311185.6380536947,142316.40129415804,0.0,305412.4763351396,177482.2475117241,482894.7238468637,1.2304232276499627,460.192,100.96650912,8.50331274249029,-7692337.027315986,6202.229114918137,4.155658198237112,24.33238333913711,31.613990675119357,2846328.0258831605,2275087.9327946007,652423.6194644767,-9235.720302933682,0.0040741237836483535,742629497.1967038,962635416.3697021,4665521.01744242,546105,1834692.1992075646,133115.56129999098,122245,0.0,349305.2324063001,497010.75962219975,1.1813856519964714,575.24,84.1387576,7.073417811581674,-7604930.673634031,3.2989940254791317,5861.996100880364,29.006840710783784,30.207844419348188,2662311.2259998196,2715830.878917886,623706.5053919188,-13735.191935855712,147705.5272158997,26460.20515915689,728560501.0244539,105.173447,962717207.081584,706174208.1244854,-5313308.919978006,4306432.938065989,1701115.594557419,48496616.644904956,-424983.564497658,296108.62520796893,0.006076108896733601,7636.456060444422,41598.40328120163,2372972.9249214,92374325.64388242,90106576.81596448,239642100.3,739194072.395674,5475.2639,46289.004054331315,4449150.803258434,1518527,2014811.184409964,313695.5898525448
52,2292189.955402512,139725.5027984753,0.0,303698.72711027076,167975.28180553508,471674.00891580584,1.2354361241856846,460.81600000000003,101.60008416,8.557205807329684,-7684898.704827655,6142.361071609469,4.122508812975569,24.131543820573132,28.39776398581617,2794510.055969506,2259517.7840701193,672940.4699733823,-9301.119055937683,0.0040741237836483535,737970162.988844,961190245.1906428,4634059.920580928,546833,1817985.6160738694,130542.8301876707,122973,0.0,346739.0233549707,486878.1549176973,1.1852532012035313,576.02,84.66673680000001,7.118171973854102,-7589899.99619462,3.2697843618669733,5799.779124836592,28.73934726255637,27.10867182062384,2610856.6037534135,2694579.898173442,642153.6525721424,-13807.665127563045,140139.13156272666,26285.138675825154,726448059.1127782,105.833421,961265112.9732276,701068980.9099069,-5105227.214578462,4274272.9802382495,1504756.0167584533,48062664.08524194,-433952.5596630105,293536.31975433015,0.006076108896733601,7570.117913229164,41236.964632132556,2183437.8136304324,91430846.08899854,89199259.65890034,236978333.1,736755122.82059,5458.4937,46094.547198171305,4414808.782895648,1528527,1789600.1986220912,284844.1818636378
53,2274243.3736409512,136995.63380238178,0.0,302136.4452873622,179192.64324174155,481329.0885291037,1.2404694438824078,461.36,102.343896,8.620776318208387,-7718254.034555651,6085.931743582235,4.093244213944847,23.93831982747268,32.15823081321776,2739912.6760476357,2244714.6194087854,680901.9933482552,-9491.526424960522,0.0040741237836483535,733258490.7469441,959606272.8281349,4630490.475448849,547589,1802184.6811945073,127842.70708703439,123729,0.0,344285.5757696965,492930.6249056195,1.1891334117602899,576.7,85.28658,7.170919380004875,-7614480.91359236,3.2437723423814764,5740.9454849442955,28.48119572929154,30.77645004754449,2556854.1417406877,2674293.069242235,652898.5159530563,-14056.847744829609,148645.04913592304,26145.28321746989,724511707.2360255,106.608225,959675073.8526446,695857343.3500819,-5211637.55982491,4243372.4821880525,1553513.209801171,47613657.044588976,-449007.04065297055,290909.7275067896,0.006076108896733601,7502.379743586318,40867.90387729534,2245059.6943400493,90432876.65655461,88237225.40125781,234179076.0,734838675.9791982,5471.0736,45908.95582566699,4407128.609205767,1538527,1840529.1284206023,287015.91861943144
54,2248060.165383761,134381.84728995472,0.0,300380.8425109853,141320.4163268436,441701.25883782894,1.245523269946618,462.024,102.98903328,8.675748902662622,-7455047.866151723,6025.991778946821,4.0432305858860955,23.738503236310596,19.494385559639664,2687636.945799094,2231146.0313520585,460929.6776698106,-9631.067727990394,0.0040741237836483535,728790828.7375065,958330594.3220383,4616834.763689413,548280,1779715.3328625413,125258.85477979443,124420,0.0,341726.50304874184,461107.9633583383,1.1930263251167113,577.53,85.82419440000001,7.2165564799850355,-7360815.643742577,3.201033642668917,5678.753110614024,28.214890640057263,18.617112623612666,2505177.0955958883,2655476.49700389,440510.78907297546,-14232.956749922476,119381.46030959644,26016.038595615177,722671255.1265053,107.280243,958393535.254266,690864094.885276,-4993248.464806006,4211827.912380106,1563544.621266958,47192661.00780365,-420996.0367853246,288192.0147388639,0.006076108896733601,7432.291632770237,40486.04268900076,2224814.3384693754,89418812.04169776,87258851.85503209,231579743.1,732981220.3404526,5462.3133,45731.5573892056,4389690.345511004,1548527,1844260.7334435345,280716.1121765764
55,2234994.7969660363,132134.32811509387,0.0,299249.2909734976,168170.18750813697,467419.4784816346,1.250597685923795,462.66400000000004,103.64751168,8.731868570685705,-7651816.147391148,5978.889429629441,4.018905422021873,23.5890583357183,28.42197476718486,2642686.562301877,2216849.4513615826,607210.5085244662,-9838.00344208585,0.0040741237836483535,724108196.6387796,956738311.68824,4626056.142802126,548968,1767822.9160312975,123026.78441017942,125108,0.0,339616.5482597377,479161.9830451773,1.1969319828584564,578.33,86.37292640000001,7.263144189123775,-7533274.759900843,3.178992984435557,5628.947409980558,28.009595025417532,27.104379670809827,2460535.688203588,2635822.0974670243,579402.2581100471,-14503.392489808883,139545.43478543957,25900.26669526873,720738443.3256977,107.966158,956795340.3261648,685719570.4734807,-5144524.411795281,4181605.1900671236,1512352.1762622055,46757486.62386614,-435174.38393751055,285643.8446639499,0.006076108896733601,7366.5759218619405,40127.999338494614,2185675.8296033093,88449778.30481747,86325292.44285145,229560241.0,730996266.7743536,5505.6238,45589.96784341709,4394071.016550897,1558527,1792854.841961562,280502.66569935635
56,2219073.2784037977,130296.01867506243,0.0,297665.63316862367,171154.5146049105,468820.1477735342,1.2556927756997927,463.264,104.31779712,8.788982512273817,-7666843.6079707295,5923.083707222643,3.983638726959975,23.40010891265253,29.40911002864648,2605920.373501248,2200777.4030013047,632085.5584293604,-9915.75361429782,0.0040741237836483535,719391459.4566697,955075232.4298854,4611795.821574621,549682,1753624.3284712618,121183.81312334965,125822,0.0,337162.714098744,478537.9088007086,1.2008504267073263,579.08,86.9314976,7.310559118472379,-7536011.195814054,3.148133876099994,5570.937744674788,27.757151758861482,27.959328790670433,2423676.2624669927,2614065.767079278,601439.0492908302,-14592.582987889265,141375.19470196462,25769.49183041004,718337562.860684,108.664372,955126326.598238,680535513.5651369,-5184056.908343704,4150466.83718404,1519441.9596380142,46354942.574571826,-402544.04929431697,283009.8570592539,0.006076108896733601,7298.647030588039,39757.90051979816,2157939.3184411987,87467766.83005147,85378522.63159388,228134935.2,728470858.3595269,5509.454,45386.44674153149,4376244.00852773,1568527,1798512.5497136896,279070.5900756756
57,2200763.812239988,128392.74367284248,0.0,296025.7845608755,175059.8812287526,471085.6657896281,1.2608086235022267,463.688,105.02014848,8.84881132329547,-7723148.106775767,5866.523014687664,3.9556058022680336,23.195976704065032,30.701461816946104,2567854.8734568493,2181949.6025681356,714495.7587892794,-9944.668824614573,0.0040741237836483535,714599201.2046199,953278179.8333906,4584370.7283481285,550434,1737529.0706315802,119284.67794303798,126574,0.0,334662.6229496051,478715.8547016605,1.2047816985217086,579.61,87.5167904,7.36023032088272,-7578179.65033937,3.123139981671912,5512.367936260914,27.487339641531477,29.173476229052504,2385693.5588607597,2589058.1622520993,678651.2879656954,-14612.924356155587,144053.2317520554,25633.488053923786,715243062.4734875,109.395988,953324110.1204498,675266941.1407768,-5268572.424360187,4119089.2052676887,1525257.8999116702,45930573.132634796,-424369.4419370241,280573.3716517451,0.006076108896733601,7235.811597330102,39415.54775978626,2183549.3541433234,86473972.60635328,84419769.59932432,226683533.2,725277271.6754117,5504.0893,45165.367506417046,4346021.2313499,1578527,1809481.9792885059,284224.0793768355
58,2186594.5230362355,125988.25602918459,0.0,294314.16556318227,180191.4600192237,474505.625582406,1.265945313901866,464.25600000000003,105.68621376,8.905557434333723,-7707815.819840163,5808.900330753253,3.9246238314522404,22.996598286012798,32.38605931367421,2519765.1205836916,2168173.1770414077,709584.2134234546,-9994.956170506543,0.0040741237836483535,709802750.9861835,951427462.5016742,4552740.18914066,551154,1724838.9633861694,116913.70224828782,127294,0.0,332113.6380124709,479884.81069825985,1.2087258402970242,580.3199999999999,88.07184480000001,7.4073410822261865,-7554248.586634785,3.095955485438569,5452.875038258919,27.223466287504213,30.80741433799723,2338274.044965756,2570091.365532513,674382.6617110275,-14662.718437786383,147771.1726857889,25509.85831029219,713404943.3315369,110.089806,951469682.8863865,670027376.6645567,-5239564.47622003,4087200.0248093996,1492342.4155709313,45495847.0007327,-434726.13190209895,278004.7833084698,0.006076108896733601,7169.56931206396,39054.64177538117,2158849.119694055,85507055.46507172,83487669.48869829,224533275.3,723340220.4252901,5495.706999999999,44972.40278172208,4311748.409586498,1588527,1772515.9143946448,280173.49882371345
59,2161230.60073413,123786.32945269335,0.0,292510.04690464743,161499.97125730416,454010.01816195156,1.2711029318140317,464.832,106.34739456,8.961958424883909,-7595234.46615154,5749.841645125891,3.8815654946029476,22.791060819084695,26.266953169863175,2475726.589053867,2152868.5479890606,646376.0178121487,-10035.478869653976,0.0040741237836483535,705099340.7895238,949653855.2228898,4522654.062185769,551844,1703196.5630145064,114737.69847511256,127984,0.0,329513.42058226565,462884.2251228739,1.2126828941661763,581.04,88.62282880000001,7.454154879536554,-7444227.723378501,3.0590908742505096,5392.056351058553,26.952181988117527,24.97870233321355,2294753.9695022507,2549322.0717700007,615255.7892275078,-14698.323346247029,133370.80454060825,25287.634994687487,710865678.191962,110.778536,949692712.6246033,664905674.2710576,-5121702.393499111,4055486.4212661567,1458112.9867002624,45082790.70263976,-413056.29809294513,275373.5088467083,0.006076108896733601,7101.710391047732,38684.963773942894,2100756.119474925,84568492.65881628,82583687.55938973,222595742.0,720870811.4595858,5482.4693,44753.52195598631,4278887.021924503,1598527,1732961.0913867664,274848.10468650406
60,2157643.464566066,121639.54728273215,0.0,291010.10285607603,169838.86483513349,460848.9676912095,1.2762815625000004,465.35200000000003,107.55974784,9.06465451668861,-7651777.103454405,5697.093494894865,3.8746556624996127,22.606541398663172,28.96596738951509,2432790.945654643,2138624.8038505665,700416.6962948082,-10084.145414945035,0.0040741237836483535,700320225.6802149,947777500.2507733,4495310.4240087215,553923,1698271.903829073,112616.77355403446,130063,0.0,327138.29835780757,466261.10547342716,1.2166529024000001,581.6899999999999,89.6331232,7.539497108363839,-7480473.1127243,3.0498647999487023,5337.321637705884,26.706146219506795,27.418392148934785,2252335.471080689,2529829.425463222,662346.1896635616,-14745.372587595984,139122.8071156196,25132.248181827916,708999274.398727,112.041404,947813422.6317644,659662701.7611188,-5242972.509938888,4024486.2036123625,1507554.5706129875,44671425.4365565,-411365.2660832518,272873.3957670407,0.0055130570181556315,7037.234039959969,38333.71162602251,2146422.2867972977,83574785.45883086,81624345.96305825,220776918.2,718966175.6529189,5477.8543,44590.14955288975,4248737.813234075,1608527,1786985.6008269503,279431.0302139626
61,2143453.9529776373,119586.90738812878,0.0,289365.0662901517,167043.2067424529,456408.27303260454,1.2814812915684133,487.552,108.30355488,9.128219088392452,-7679903.599033908,5640.599616525815,3.849101534025967,23.678809445509625,26.785278452596636,2391738.1477625757,2268270.0219406863,609714.990700584,-10109.173266260643,0.0040741237836483535,695493513.3687947,945943698.5222219,4464098.427490582,554650,1685681.5180212008,110590.26386149951,130790,0.0,324676.33835430944,462223.7800905053,1.2206359074077149,609.4399999999999,90.2529624,7.592240302710829,-7532056.921854922,3.02717954083862,5278.9768876749895,27.89917834112105,25.416176735225115,2211805.27722999,2674750.0097661885,578992.0880387761,-16502.73860300267,137547.44173619588,24948.15122910441,729727887.6225333,112.816203,945976657.7768117,654422488.784527,-5240212.976591849,4464166.514822393,1835049.4233572383,44229187.06843375,-442238.36812275636,302307.0442983395,0.0055130570181556315,6918.718392314196,42595.11313232362,2530081.004253696,82200488.59298828,80232779.11580533,235016850.4,737503712.3057042,5474.7912,44806.45694875039,4215121.800703739,1618527,2172322.5695593203,337273.146202082
62,2123200.143680306,117692.68774878747,0.0,287759.9219431738,185732.79553661635,473492.71747979015,1.2867022049766925,487.504,109.09491072,9.195908960848366,-7787148.944135057,5586.546573568359,3.8168597331625786,23.450904771695516,32.87720494308446,2353853.754975749,2248805.3682371383,728231.2973048537,-10148.766901115678,0.0040741237836483535,690539891.0888486,943915658.5237763,4439431.717758815,555385,1668130.4682932368,108704.50578117734,131525,0.0,322191.420788283,473307.70314747904,1.2246319517373758,609.38,90.9124256,7.648396778899286,-7617980.756677874,2.998941871901594,5222.959855080269,27.601913987593242,31.097796598824793,2174090.1156235468,2649062.440708218,688706.3619595564,-16542.25868544094,151116.28235919602,24788.994909043726,727028788.2386141,113.640532,943945626.2719651,649115159.4333808,-5307329.351146027,4428704.1743896445,1788957.8959507644,43829012.189252816,-400174.879180931,299314.2637314336,0.0055130570181556315,6850.2244344559795,42173.39395441264,2439423.4204742606,80864706.67757092,78879696.49067746,233598976.8,734789470.9196438,5460.6923,44601.662210879986,4187617.1337263123,1628527,2118052.768857799,329094.87290703435
63,2104961.666185273,116151.00682388569,0.0,285836.7448928663,148258.88833218176,434095.6332250481,1.291944389032461,487.456,109.80271392,9.256215985270106,-7482707.990719941,5526.688337584673,3.7817635104263925,23.199267530176243,20.83413602811212,2323020.1364777135,2227452.925042189,510451.48317561287,-10109.82897855683,0.0040741237836483535,685870528.0919716,942220671.0856009,4402505.58376709,556105,1652295.0922061587,107156.90706968919,132245,0.0,319521.60255243233,442316.77648583474,1.2286410780763304,609.3199999999999,91.50226160000001,7.698463213497853,-7328724.885316663,2.9686671383403676,5161.616249809375,27.277141533729047,19.726138434591483,2143138.1413937835,2621181.1680785306,483847.7087065664,-16459.18014364456,122795.1739334024,24628.069998743424,723399495.3674809,114.377827,942247632.791699,643983704.8595495,-5131454.57383132,4392787.634149812,1855727.1575761635,43424197.91068916,-404814.2785636574,296606.14139718114,0.0055130570181556315,6788.245277317523,41791.783221748105,2508567.5490379366,79454791.25866464,77452443.32777989,233139873.8,731308636.8986077,5445.0332,44353.24925240858,4148606.194020023,1638527,2195517.3226644685,339790.16508830484
64,2087968.8185416623,113878.60829437316,0.0,284530.29770127195,162811.8876985114,447342.1853997833,1.2972079303949688,487.42400000000004,110.4922224,9.314974978758167,-7616664.598867737,5479.099593892188,3.7557873377484987,22.99882032662375,25.541007365048113,2277572.1658874634,2208912.123930678,619548.9207330572,-10295.828295132613,0.0040741237836483535,681048184.9241068,940299670.2649676,4406290.279560514,556833,1637407.6487299015,104929.18364696513,132973,0.0,317295.77483660955,450518.0964542712,1.2326633292516724,609.28,92.076852,7.74724250064133,-7439690.643314728,2.945533030410629,5111.931045065101,27.013533279272483,24.07933917226568,2098583.6729393024,2596677.252108881,584097.4861780154,-16725.904762353068,133222.32161766166,24456.52195350059,720835439.2109064,115.096065,940323739.7642871,638699874.5868181,-5283830.272731477,4358061.299585689,1861447.5538062635,43004542.890581146,-419655.020108015,293866.6226366673,0.0055130570181556315,6725.547569169669,41405.748900351,2526837.900081425,78031382.49943304,76011660.2631173,230777373.8,728662896.4450157,5472.6687999999995,44160.85483205547,4147918.744373643,1648527,2202200.929002439,340753.37519617577
